;identifiant_station;nom_station;station_en_fonctionnement;capacité_de_la_station;nombre_bornettes_libres;nombre_total_vélos_disponibles;vélos_mécaniques_disponibles;vélos_électriques_disponibles;borne_de_paiement_disponible;retour_vélib_possible;actualisation_de_la_donnée;coordonnées;commune;code_insee;departement;localisation
783;14010;Jean Moulin - Place Victor et Hélène Basch;True;41;30;9;1;8;True;True;2025-06-03 12:56:49+00:00;48.82764910241, 2.3261967301369;Paris;75056;Paris;4 Avenue Jean Moulin, 75014 Paris, France
784;17108;Bessières - Porte de Clichy;True;33;18;15;14;1;True;True;2025-06-03 12:58:06+00:00;48.89611762451474, 2.31790903955698;Paris;75056;Paris;100 Boulevard Bessières, 75017 Paris, France
785;43001;Paris - Laitières;True;22;0;0;0;0;False;False;2025-06-03 12:57:49+00:00;48.846302741513, 2.4207553267479;Vincennes;94080;Val-De-Marne;166 Avenue de Paris, 94300 Vincennes, France
786;23004;Paul Vaillant-Couturier - Victor Hugo;True;36;29;7;2;5;True;True;2025-06-03 12:58:51+00:00;48.89819702263572, 2.293848017974069;Levallois-Perret;92044;Hauts-de-Seine;109bis Rue Paul Vaillant Couturier, 92300 Levallois-Perret, France
787;92001;Mairie de quartier du Plateau - Mont-Valérien;True;20;17;3;2;1;True;True;2025-06-03 12:54:58+00:00;48.8799933, 2.2072437;Nanterre;92050;Hauts-de-Seine;197 Rue Paul Vaillant-Couturier, 92000 Nanterre, France
788;5012;Estrapade - Ulm;True;16;10;6;2;4;True;True;2025-06-03 12:58:28+00:00;48.84512772828, 2.3454568170362;Paris;75056;Paris;20 Rue de l'Estrapade, 75005 Paris, France
789;43010;La Jarry - Place Diderot;True;25;23;2;1;1;True;True;2025-06-03 12:56:22+00:00;48.849726940367326, 2.452013790607453;Vincennes;94080;Val-De-Marne;164 Rue de la Jarry, 94300 Vincennes, France
790;8037;Monceau - Malesherbes;True;38;32;5;1;4;True;True;2025-06-03 12:57:56+00:00;48.8795079, 2.3145456;Paris;75056;Paris;78 Boulevard Malesherbes, 75008 Paris, France
791;23010;Voltaire - Anatole France;True;27;20;5;3;2;True;True;2025-06-03 12:57:07+00:00;48.891999360256904, 2.284262739121914;Levallois-Perret;92044;Hauts-de-Seine;36 Rue Voltaire, 92300 Levallois-Perret, France
792;33015;Charles Tillon - Cimetière Communal;True;30;10;18;8;10;True;True;2025-06-03 12:57:25+00:00;48.91844023641836, 2.3935630917549138;Aubervilliers;93001;Seine-Saint-Denis;3 Boulevard Edouard Vaillant, 93300 Aubervilliers, France
793;6027;Blaise-Desgoffe - Vaugirard;True;32;20;11;10;1;True;True;2025-06-03 12:57:23+00:00;48.846128877747, 2.3242672160268;Paris;75056;Paris;2 Rue Blaise Desgoffe, 75006 Paris, France
794;15311;Quai du Président Roosevelt - Pont Aval;True;30;0;30;27;3;True;True;2025-06-03 12:54:51+00:00;48.8343883676388, 2.2656820714473724;Paris;75056;Paris;4 Place du Maréchal de Rochambeau, 92130 Issy-les-Moulineaux, France
795;15005;Place Jacques et Thérèse Tréfouël;True;43;36;7;1;6;True;True;2025-06-03 12:56:53+00:00;48.842726498317, 2.3125657439232;Paris;75056;Paris;20 Boulevard Pasteur, 75015 Paris, France
796;44016;Balzac - Olympes de Gouges;True;28;16;11;11;0;True;True;2025-06-03 12:54:36+00:00;48.77850332486751, 2.4006786569952965;Vitry-sur-Seine;94081;Val-De-Marne;121 Rue Balzac, 94400 Vitry-sur-Seine, France
797;9027;Douai - Pierre Fontaine;True;25;22;3;2;1;True;True;2025-06-03 12:55:55+00:00;48.88229101148092, 2.33324121683836;Paris;75056;Paris;24 Rue de Douai, 75009 Paris, France
798;44005;Place Saint-Just;True;22;9;12;3;9;True;True;2025-06-03 12:52:22+00:00;48.790379518724265, 2.3895226791501045;Vitry-sur-Seine;94081;Val-De-Marne;28 Avenue du Général Leclerc, 94400 Vitry-sur-Seine, France
799;4020;Place Edmond Michelet;True;23;7;16;12;4;True;True;2025-06-03 12:52:40+00:00;48.860134890542, 2.3500636965036;Paris;75056;Paris;27 Rue Quincampoix, 75004 Paris, France
800;17119;Toqueville - Cardinet;True;33;28;4;0;4;True;True;2025-06-03 12:57:40+00:00;48.88490187110713, 2.3109393194317818;Paris;75056;Paris;64 Rue de Tocqueville, 75017 Paris, France
801;15022;Emile Zola - Fondary;True;42;29;12;11;1;True;True;2025-06-03 12:59:00+00:00;48.847051143113745, 2.2953405976295476;Paris;75056;Paris;143 Avenue Emile Zola, 75015 Paris, France
802;9004;Gérando - Rochechouart;True;21;16;5;0;5;True;True;2025-06-03 12:56:30+00:00;48.88294340845, 2.3464846238494;Paris;75056;Paris;21 Rue Gérando, 75009 Paris, France
803;22408;Place du 14 Juillet;True;22;18;4;3;1;True;True;2025-06-03 12:55:55+00:00;48.819266959525, 2.3011998832226;Malakoff;92046;Hauts-de-Seine;88 Boulevard Gabriel Péri, 92240 Malakoff, France
804;32601;Porte des Lilas - Faidherbe;True;39;37;1;0;1;True;True;2025-06-03 12:57:57+00:00;48.87861855668978, 2.4120327830314636;Les Lilas;93045;Seine-Saint-Denis;48 Rue de Paris, 93260 Les Lilas, France
805;11017;Charonne - Bureau;True;47;46;0;0;0;True;True;2025-06-03 12:57:26+00:00;48.854176, 2.396093;Paris;75056;Paris;77 Boulevard de Charonne, 75011 Paris, France
806;33016;Fort d'Aubervilliers;True;22;13;6;4;2;True;True;2025-06-03 12:56:59+00:00;48.91502382370325, 2.4035281687974925;Aubervilliers;93001;Seine-Saint-Denis;205 Rue Danielle Casanova, 93300 Aubervilliers, France
807;21306;Place Lafayette;True;62;3;57;51;6;True;True;2025-06-03 12:58:55+00:00;48.829654975522, 2.2638675570488;Issy-les-Moulineaux;92040;Hauts-de-Seine;80 Rue Camille Desmoulins, 92130 Issy-les-Moulineaux, France
808;12026;Place Ginette Hamelin;True;51;34;17;14;3;True;True;2025-06-03 12:56:12+00:00;48.837853, 2.382064;Paris;75056;Paris;61 Rue de Bercy, 75012 Paris, France
809;1021;Halles - Bourdonnais;True;20;14;6;4;2;True;True;2025-06-03 12:58:27+00:00;48.860448992575, 2.3460162431002;Paris;75056;Paris;19 Rue des Halles, 75001 Paris, France
810;10162;Alexandre Parodi - Quai de Valmy;True;24;20;4;0;4;True;True;2025-06-03 12:57:04+00:00;48.879359419425, 2.3665961623192;Paris;75056;Paris;2 Rue Alexandre Parodi, 75010 Paris, France
811;7017;La Motte-Picquet - La Tour Maubourg;True;40;24;8;6;2;True;True;2025-06-03 12:58:54+00:00;48.856926701847, 2.3096215831203;Paris;75056;Paris;6 Avenue de la Motte-Picquet, 75007 Paris, France
812;6012;Saint-Germain - Ciseaux;True;18;10;6;1;5;True;True;2025-06-03 12:56:57+00:00;48.853305277595, 2.3344654618827;Paris;75056;Paris;143 Boulevard Saint-Germain, 75006 Paris, France
813;35006;Delizy - Louis Nadot;True;22;20;1;0;1;True;True;2025-06-03 12:56:35+00:00;48.896212845581346, 2.4094578623771667;Pantin;93055;Seine-Saint-Denis;26 bis Rue Delizy, 93500 Pantin, France
814;13009;Auguste Blanqui - Corvisart;True;26;26;0;0;0;True;True;2025-06-03 12:56:56+00:00;48.8300989, 2.3502726;Paris;75056;Paris;46 Boulevard Auguste Blanqui, 75013 Paris, France
815;41205;Maréchal Joffre - Verdun;True;20;18;2;1;1;True;True;2025-06-03 12:53:00+00:00;48.85385, 2.470307;Fontenay-sous-Bois;94033;Val-De-Marne;1 Avenue du Maréchal Joffre, 94120 Fontenay-sous-Bois, France
816;27005;Gare du Stade;True;20;8;12;8;4;True;True;2025-06-03 12:57:28+00:00;48.9312676, 2.2603778;Colombes;92025;Hauts-de-Seine;1 Place de Finlande, 92700 Colombes, France
817;22015;Île de la Jatte;True;23;13;9;6;3;True;True;2025-06-03 12:57:56+00:00;48.894036161302104, 2.2666339203715324;Neuilly-sur-Seine;92051;Hauts-de-Seine;2 Boulevard du Parc, 92200 Neuilly-sur-Seine, France
818;15071;Suffren - Champ de Mars;True;23;19;3;0;3;True;True;2025-06-03 12:58:14+00:00;48.8547194, 2.2952168;Paris;75056;Paris;38 Avenue de Suffren, 75015 Paris, France
819;12018;Saint-Mandé - Fabre d'Eglantine;True;34;29;5;2;3;True;True;2025-06-03 12:56:45+00:00;48.8453579, 2.3965022;Paris;75056;Paris;6 Avenue de Saint-Mandé, 75012 Paris, France
820;9006;Dunkerque - Trudaine;True;16;14;1;0;1;True;True;2025-06-03 12:58:27+00:00;48.88215166773376, 2.3463253676891327;Paris;75056;Paris;68 Rue de Dunkerque, 75009 Paris, France
821;15011;Cambronne - Villa Croix Nivert;True;62;61;1;0;1;True;True;2025-06-03 12:59:00+00:00;48.845847561366, 2.3017574474216;Paris;75056;Paris;32 Rue Cambronne, 75015 Paris, France
822;18030;Joseph Dijon - Ornano;True;37;34;3;2;1;True;True;2025-06-03 12:54:21+00:00;48.89374453351521, 2.3476678133010864;Paris;75056;Paris;1 Rue Joseph Dijon, 75018 Paris, France
823;51002;Placette Grégoire Collas;True;25;8;16;12;4;True;True;2025-06-03 12:51:59+00:00;48.94342014002797, 2.2487476095557213;Argenteuil;95018;Val-D'Oise;98 Rue Paul Vaillant Couturier, 95100 Argenteuil, France
824;92006;Place Nelson Mandela;True;30;12;18;16;2;True;True;2025-06-03 12:57:31+00:00;48.897874318180556, 2.2182820737361912;Nanterre;92050;Hauts-de-Seine;9 Place Nelson Mandela, 92000 Nanterre, France
825;9024;Taitbout - La Fayette;True;53;10;41;34;7;True;True;2025-06-03 12:59:01+00:00;48.8733298892, 2.3352625966072;Paris;75056;Paris;25 Rue Taitbout, 75009 Paris, France
826;31005;Square Denise Buisson;True;45;43;2;1;1;True;True;2025-06-03 12:55:02+00:00;48.8562322730982, 2.426436245441437;Montreuil;93048;Seine-Saint-Denis;129 Rue de Paris, 93100 Montreuil, France
827;8201;Arsène Houssaye - Friedland;True;29;22;7;0;7;True;True;2025-06-03 12:57:14+00:00;48.874510616163, 2.2994716674148;Paris;75056;Paris;11 Rue Arsène Houssaye, 75008 Paris, France
828;21314;Chemin de Bretagne;True;29;3;26;25;1;True;True;2025-06-03 12:56:37+00:00;48.824753068884, 2.2588385956052;Issy-les-Moulineaux;92040;Hauts-de-Seine;27 Rue du Passeur de Boulogne, 92130 Issy-les-Moulineaux, France
829;17111;Lemercier - Cardinet;True;24;21;3;1;2;True;True;2025-06-03 12:58:36+00:00;48.890097168851746, 2.317377626895905;Paris;75056;Paris;114 Rue Lemercier, 75017 Paris, France
830;12005;Crozatier - Faubourg Saint-Antoine;True;42;30;8;7;1;True;True;2025-06-03 12:59:02+00:00;48.850440013405, 2.378901366211;Paris;75056;Paris;74b Rue Crozatier, 75012 Paris, France
831;21319;Esplanade du Foncet - Camille Desmoulins;True;28;0;28;27;1;True;True;2025-06-03 12:59:04+00:00;48.827090233494964, 2.2606857866048813;Issy-les-Moulineaux;92040;Hauts-de-Seine;2 Esplanade du Foncet, 92130 Issy-les-Moulineaux, France
832;9011;Geoffroy - Marie;True;20;17;3;2;1;True;True;2025-06-03 12:58:49+00:00;48.873781940593325, 2.344513876337893;Paris;75056;Paris;14 Rue Geoffroy-Marie, 75009 Paris, France
833;9102;Londres - Place d'Estienne d'Orves;True;25;16;9;8;1;True;True;2025-06-03 12:57:15+00:00;48.876693805756986, 2.3305362090468407;Paris;75056;Paris;5 Rue de Londres, 75009 Paris, France
834;10021;Marché Saint-Quentin;True;15;11;4;2;2;True;True;2025-06-03 12:55:31+00:00;48.877356057652, 2.3545114456374;Paris;75056;Paris;4 Rue des Petits Hôtels, 75010 Paris, France
835;8116;Champs-Elysees - Bassano;True;25;25;0;0;0;False;False;2021-02-21 19:09:18+00:00;48.871811807816, 2.300238981843;Paris;75056;Paris;103 Avenue des Champs Elysées, 75008 Paris, France
836;5115;Buffon - Jardin des Plantes;True;30;18;12;7;5;True;True;2025-06-03 12:55:04+00:00;48.842668466104875, 2.3618587106466293;Paris;75056;Paris;15b Rue Buffon, 75005 Paris, France
837;5024;Place Monge;True;21;17;3;1;2;True;True;2025-06-03 12:57:44+00:00;48.842761803051, 2.3524079471827;Paris;75056;Paris;4 Rue Dolomieu, 75005 Paris, France
838;21707;Square Etienne Jarousse;True;25;18;5;0;5;True;True;2025-06-03 12:53:38+00:00;48.82485182597129, 2.2925933450460434;Vanves;92075;Hauts-de-Seine;14 Avenue Pasteur, 92170 Vanves, France
839;12038;Picpus - Louis Braille;True;58;53;5;2;3;True;True;2025-06-03 12:56:23+00:00;48.839988788912, 2.4005256685521;Paris;75056;Paris;12 Boulevard de Picpus, 75012 Paris, France
840;4019;Cloître Saint-Merri - Renard;True;32;23;7;1;6;True;True;2025-06-03 12:58:39+00:00;48.858835448898, 2.3518279194832;Paris;75056;Paris;4 Rue du Cloître Saint-Merri, 75004 Paris, France
841;13516;Glacière - Soeur Catherine Marie;True;40;29;10;7;3;True;True;2025-06-03 12:56:44+00:00;48.829522989420596, 2.343570403754711;Paris;75056;Paris;85 Rue de la Glacière, 75013 Paris, France
842;15129;Hôpital Necker;True;40;34;5;3;2;True;True;2025-06-03 12:59:03+00:00;48.846043490118454, 2.313245013356209;Paris;75056;Paris;68 Avenue de Saxe, 75015 Paris, France
843;12155;Rottembourg - Général Michel Bizot;True;43;35;6;2;4;True;True;2025-06-03 12:58:09+00:00;48.83787825992554, 2.4044052511453633;Paris;75056;Paris;3b Rue Rottembourg, 75012 Paris, France
844;3102;Bourg l'Abbé - Saint-Martin;True;61;50;11;7;4;True;True;2025-06-03 12:55:45+00:00;48.863933319493, 2.352406270802;Paris;75056;Paris;2 Rue du Bourg l'Abbé, 75003 Paris, France
845;12028;Vivaldi - Antoine-Julien Hénard;True;27;24;1;0;1;True;True;2025-06-03 12:58:47+00:00;48.841923663276546, 2.389728979467376;Paris;75056;Paris;42 Allée Vivaldi, 75012 Paris, France
846;15039;Abbé Groult - Convention;True;12;11;1;1;0;True;True;2025-06-03 12:58:02+00:00;48.83596927866069, 2.302064039509349;Paris;75056;Paris;142 Rue de l'Abbé Groult, 75015 Paris, France
847;9034;Godot de Mauroy - Madeleine;True;22;2;20;16;4;True;True;2025-06-03 12:58:07+00:00;48.869789, 2.326347;Paris;75056;Paris;10 Boulevard de la Madeleine, 75009 Paris, France
848;23102;Hôtel de Ville de Sèvres;True;32;9;23;20;3;True;True;2025-06-03 12:59:02+00:00;48.824363561289, 2.2131047397852;Sèvres;92072;Hauts-de-Seine;Collège de Sèvres - Sections internationales, 1 Parvis Charles de Gaulle, 92310 Sèvres, France
849;12035;Madagascar - Meuniers;True;47;42;5;4;1;True;True;2025-06-03 12:52:31+00:00;48.83460464474706, 2.3970650508999825;Paris;75056;Paris;2 Rue de Madagascar, 75012 Paris, France
850;6022;Marché Saint-Germain;True;21;16;3;0;3;True;True;2025-06-03 12:58:20+00:00;48.85165625855281, 2.335500307381153;Paris;75056;Paris;17 Rue Lobineau, 75006 Paris, France
851;41211;Louis Xavier de Ricard - Ancienne Mairie;True;34;31;3;0;3;True;True;2025-06-03 12:54:27+00:00;48.84629899065091, 2.472420372068882;Fontenay-sous-Bois;94033;Val-De-Marne;1 Rue Louis-Xavier de Ricard, 94120 Fontenay-sous-Bois, France
852;15036;Croix Nivert - Square Saint-Lambert;True;47;46;1;0;1;False;False;2025-03-03 09:03:43+00:00;48.843051521591, 2.2952004522085;Paris;75056;Paris;100 Rue de la Croix Nivert, 75015 Paris, France
853;44011;Lebrun - Colonel Fabien;True;27;24;3;0;3;True;True;2025-06-03 12:57:44+00:00;48.78266870733145, 2.381317801773548;Vitry-sur-Seine;94081;Val-De-Marne;66 Rue Lebrun, 94400 Vitry-sur-Seine, France
854;41403;Gare RER - Malleret-Joinville;True;20;13;7;6;1;True;True;2025-06-03 12:56:30+00:00;48.802936, 2.42531;Alfortville;94002;Val-De-Marne;13 Avenue Malleret-Joinville, 94140 Alfortville, France
855;2108;Vivienne - Montmartre;True;39;6;32;26;6;True;True;2025-06-03 12:58:59+00:00;48.871347597383, 2.3414588347077;Paris;75056;Paris;44 Rue Vivienne, 75002 Paris, France
856;33014;Parc Eli Lotar;True;20;15;5;2;3;True;True;2025-06-03 12:55:51+00:00;48.91844993053703, 2.3727085813879967;Aubervilliers;93001;Seine-Saint-Denis;10 Rue Marcel Carné, 93300 Aubervilliers, France
857;12101;Charenton - Prague;True;26;16;9;6;3;True;True;2025-06-03 12:57:50+00:00;48.848175129981, 2.3763584494312;Paris;75056;Paris;89t Rue de Charenton, 75012 Paris, France
858;9007;Condorcet - Turgot;True;20;17;3;2;1;True;True;2025-06-03 12:53:49+00:00;48.87985155789093, 2.345232367515564;Paris;75056;Paris;34 Rue Condorcet, 75009 Paris, France
859;5001;Harpe - Saint-Germain;True;45;36;9;7;2;True;True;2025-06-03 12:58:48+00:00;48.851518815017, 2.3436703160405;Paris;75056;Paris;34 Rue de la Harpe, 75005 Paris, France
860;13052;Leredde - Tolbiac;True;44;4;40;38;2;True;True;2025-06-03 12:58:40+00:00;48.82887629664, 2.3744382709265;Paris;75056;Paris;2 Rue Leredde, 75013 Paris, France
861;51001;Gare d'Argenteuil;True;40;32;8;8;0;True;True;2025-06-03 12:59:04+00:00;48.947022436806705, 2.256898172199726;Argenteuil;95018;Val-D'Oise;39 Boulevard Karl Marx, 95100 Argenteuil, France
862;17024;Villiers - Batignolles;True;23;21;1;1;0;True;True;2025-06-03 12:58:33+00:00;48.88125253846116, 2.31653843075037;Paris;75056;Paris;Boulevard de Courcelles, 75008 Paris, France
863;8027;Mairie du 8ème;True;14;9;5;1;4;True;True;2025-06-03 12:54:26+00:00;48.877932, 2.318264;Paris;75056;Paris;28 Rue de Madrid, 75008 Paris, France
864;15127;Place Charles Michels;True;37;6;30;25;5;True;True;2025-06-03 12:59:03+00:00;48.846401, 2.28502;Paris;75056;Paris;70 Avenue Émile Zola, 75015 Paris, France
865;21315;Jules Guesdes - Général de Gaulle;True;24;20;4;1;3;True;True;2025-06-03 12:52:05+00:00;48.81930581291959, 2.278934195637703;Issy-les-Moulineaux;92040;Hauts-de-Seine;34 Rue Jules Guesde, 92130 Issy-les-Moulineaux, France
866;33103;Jean Jaurès - Jules Jacquemin;True;24;22;0;0;0;True;True;2025-06-03 12:56:21+00:00;48.88433053604843, 2.4082902455152104;Le Pré-Saint-Gervais;93061;Seine-Saint-Denis;1 Rue Jules Jacquemin, 93310 Le Pré-Saint-Gervais, France
867;15006;Cherche-Midi - Hôpital Necker;True;38;29;6;4;2;True;True;2025-06-03 12:56:32+00:00;48.84461063309956, 2.317914068698883;Paris;75056;Paris;1 Place Camille Claudel, 75015 Paris, France
868;41401;Marne - Charles de Gaulle;True;27;20;7;7;0;True;True;2025-06-03 12:57:35+00:00;48.815071719544434, 2.4121668934822087;Alfortville;94002;Val-De-Marne;7 Rue de la Marne, 94140 Alfortville, France
869;21402;Place Aimé Césaire;True;27;23;4;0;4;True;True;2025-06-03 12:59:02+00:00;48.783194713067815, 2.2429127991199493;Clamart;92023;Hauts-de-Seine;12 Rue de Bretagne, 92140 Clamart, France
870;6002;Saint-Benoît - Jacob;True;23;8;14;14;0;True;True;2025-06-03 12:57:50+00:00;48.85545136013941, 2.3334722220897675;Paris;75056;Paris;3 Rue Saint-Benoît, 75006 Paris, France
871;13018;Bruant - Vincent Auriol;True;25;8;17;12;5;True;True;2025-06-03 12:57:16+00:00;48.834848452929, 2.3668264996271;Paris;75056;Paris;1 Rue Bruant, 75013 Paris, France
872;14031;Didot - Place de Moro-Giafferi;True;22;20;1;0;1;True;True;2025-06-03 12:55:56+00:00;48.8337, 2.3215;Paris;75056;Paris;15 Rue Didot, 75014 Paris, France
873;21303;Jean Monnet - Iles;True;32;10;21;19;2;True;True;2025-06-03 12:58:59+00:00;48.823393984057304, 2.2497073194874866;Issy-les-Moulineaux;92040;Hauts-de-Seine;19 Avenue Jean Monnet, 92130 Issy-les-Moulineaux, France
874;20044;Davout - Volga;True;28;26;2;0;2;True;True;2025-06-03 12:58:58+00:00;48.852919679957296, 2.410522909779111;Paris;75056;Paris;63 Boulevard Davout, 75020 Paris, France
875;20105;Benoît Frachon - République;True;30;17;11;6;5;True;True;2025-06-03 12:59:03+00:00;48.85230729014318, 2.415605485439301;Paris;75056;Paris;5 Avenue Benoît Frachon, 75020 Paris, France
876;16019;Porte de la Muette;True;36;20;15;4;11;True;True;2025-06-03 12:56:06+00:00;48.86302317841182, 2.2687188170157406;Paris;75056;Paris;77 Boulevard Lannes, 75016 Paris, France
877;14032;Mairie du 14ème;True;32;26;4;3;1;True;True;2025-06-03 12:57:39+00:00;48.83254578123, 2.3254923149943;Paris;75056;Paris;28 Rue Mouton Duvernet, 75014 Paris, France
878;2013;Favart - Italiens;True;17;5;12;8;4;True;True;2025-06-03 12:56:14+00:00;48.871446353921, 2.3382901058508;Paris;75056;Paris;20 Rue Favart, 75002 Paris, France
879;14011;Place des Droits de l'Enfant;True;39;34;4;1;3;True;True;2025-06-03 12:56:23+00:00;48.8274804, 2.3319217;Paris;75056;Paris;1 Place des Droits de l'Enfant, 75014 Paris, France
880;11033;Bréguet - Sabin;True;33;23;9;6;3;True;True;2025-06-03 12:59:02+00:00;48.856931678257, 2.3706749462105;Paris;75056;Paris;25 Boulevard Richard Lenoir, 75011 Paris, France
881;33012;Landy - Heurtault;True;30;27;3;1;2;True;True;2025-06-03 12:55:06+00:00;48.915096534520316, 2.375951372087002;Aubervilliers;93001;Seine-Saint-Denis;8 Rue du Landy, 93300 Aubervilliers, France
882;41203;Stalingrad - Rigollots;True;51;45;4;0;4;True;True;2025-06-03 12:58:03+00:00;48.84997403844251, 2.45557576417923;Fontenay-sous-Bois;94033;Val-De-Marne;10 Avenue de Stalingrad, 94120 Fontenay-sous-Bois, France
883;15070;Balard - Montagne de la Fage;True;36;34;2;1;1;False;False;2025-06-03 12:53:45+00:00;48.838507403334, 2.2782871127129;Paris;75056;Paris;35 Rue de la Montagne de la Fage, 75015 Paris, France
884;20022;Porte de Bagnolet;True;33;29;3;0;3;True;True;2025-06-03 12:57:20+00:00;48.864707139122984, 2.408344637349607;Paris;75056;Paris;5 Place de la Porte de Bagnolet, 75020 Paris, France
885;10019;Paradis - Hauteville;True;31;23;7;5;2;True;True;2025-06-03 12:58:55+00:00;48.874999954666755, 2.3522757401923404;Paris;75056;Paris;23 Rue de Paradis, 75010 Paris, France
886;12036;Reuilly - Place Felix Eboue;True;42;41;0;0;0;True;True;2025-06-03 12:56:45+00:00;48.84030274499962, 2.394630398715453;Paris;75056;Paris;116 Rue de Reuilly, 75012 Paris, France
887;10033;Gare du Nord - Saint-Vincent de Paul;True;24;23;1;0;1;True;True;2025-06-03 12:56:37+00:00;48.880955741648, 2.3524305148385;Paris;75056;Paris;15 Rue Saint-Vincent de Paul, 75010 Paris, France
888;14026;Plantes - Moulin Vert;True;45;43;2;0;2;True;True;2025-06-03 12:52:56+00:00;48.83005755305626, 2.3232302069664006;Paris;75056;Paris;34 Rue des Plantes, 75014 Paris, France
889;40006;Université Paris Est Créteil;False;43;41;2;1;1;False;False;2025-06-03 12:55:52+00:00;48.787714467944, 2.4461909509055;Créteil;94028;Val-De-Marne;1 Rue Ambroise Paré, 94000 Créteil, France
890;16036;Porte Molitor;True;60;1;57;54;3;True;True;2025-06-03 12:58:58+00:00;48.84524763511433, 2.2569015249609947;Paris;75056;Paris;1 Place de la Porte Molitor, 75016 Paris, France
891;18039;Jardins d'Eole;True;20;15;1;0;1;True;True;2025-06-03 12:54:25+00:00;48.8869703, 2.3668488;Paris;75056;Paris;41 Rue d'Aubervilliers, 75018 Paris, France
892;42505;Charles Frérot - Albert Guilpin;True;30;4;26;22;4;True;True;2025-06-03 12:58:50+00:00;48.8155839183714, 2.3505029082298283;Gentilly;94037;Val-De-Marne;39 Rue Charles Frérot, 94250 Gentilly, France
893;10024;Buisson Saint-Louis - Saint-Maur;True;18;18;0;0;0;False;False;2024-12-03 04:34:28+00:00;48.871746849303, 2.372252832879;Paris;75056;Paris;1 Rue du Buisson Saint-Louis, 75010 Paris, France
894;8117;Place de la Madeleine - Royale;True;43;5;37;29;8;True;True;2025-06-03 12:58:11+00:00;48.869228052648, 2.324421107769;Paris;75056;Paris;2 Place de la Madeleine, 75008 Paris, France
895;10008;Cité Riverin - Château d'Eau;True;18;6;10;6;4;True;True;2025-06-03 12:56:07+00:00;48.870702423554306, 2.358739863900845;Paris;75056;Paris;12 Cité Riverin, 75010 Paris, France
896;10032;Claude Vellefaux - Hôpital Saint-Louis;True;32;26;5;2;3;True;True;2025-06-03 12:58:31+00:00;48.872859139003, 2.3700717069851;Paris;75056;Paris;14 Avenue Claude Vellefaux, 75010 Paris, France
897;16012;Flandrin - Longchamp;True;42;37;5;2;3;True;True;2025-06-03 12:56:40+00:00;48.86877849178477, 2.274354539176829;Paris;75056;Paris;68 Boulevard Flandrin, 75116 Paris, France
898;26004;Gare RER les Grésillons;True;22;11;9;7;2;True;True;2025-06-03 12:55:41+00:00;48.919898633572764, 2.31458459136273;Asnières-sur-Seine;92004;Hauts-de-Seine;207 Avenue des Grésillons, 92230 Gennevilliers, France
899;12015;Place de la Nation - Picpus;True;36;35;1;1;0;True;True;2025-06-03 12:58:42+00:00;48.846821681548, 2.4001130461693;Paris;75056;Paris;96 Boulevard de Picpus, 75012 Paris, France
900;16042;Murat - Porte de Saint-Cloud;True;38;11;27;20;7;True;True;2025-06-03 12:58:38+00:00;48.83750862621299, 2.2577651962637906;Paris;75056;Paris;113 Boulevard Murat, 75016 Paris, France
901;48004;Maxime Gorki - Louis Aragon;True;20;14;4;3;1;True;True;2025-06-03 12:58:30+00:00;48.78909814728443, 2.368387877941132;Villejuif;94076;Val-De-Marne;146 Boulevard Maxime Gorki, 94800 Villejuif, France
902;15001;Gare Montparnasse - Arrivée;True;43;38;5;2;3;True;True;2025-06-03 12:53:15+00:00;48.843827994315, 2.3225811123848;Paris;75056;Paris;6 Rue de l'Arrivée, 75015 Paris, France
903;14001;Edgar Quinet - Gaité;True;27;24;2;1;1;True;True;2025-06-03 12:57:15+00:00;48.841160928966, 2.324595451355;Paris;75056;Paris;13 Boulevard Edgar Quinet, 75014 Paris, France
904;19110;Square Claude Bernard;True;30;16;12;10;2;True;True;2025-06-03 12:58:52+00:00;48.89876016219984, 2.375325746834278;Paris;75056;Paris;180 Boulevard Macdonald, 75019 Paris, France
905;18139;Poissonniers - Championnet;True;28;25;3;1;2;True;True;2025-06-03 12:55:39+00:00;48.89543299733937, 2.3530178144574165;Paris;75056;Paris;126 Rue des Poissonniers, 75018 Paris, France
906;22201;Henri Ravera - Gabriel Péri;True;30;24;3;0;3;True;True;2025-06-03 12:56:29+00:00;48.79722273833844, 2.302115857601166;Bagneux;92007;Hauts-de-Seine;21 Avenue Henri Ravera, 92220 Bagneux, France
907;1006;Grande Truanderie - Saint-Denis;True;33;20;13;4;9;True;True;2025-06-03 12:56:12+00:00;48.8626302, 2.3498075;Paris;75056;Paris;4 Rue de la Grande Truanderie, 75001 Paris, France
908;44014;Camille Risch - Paul Armangot;True;25;23;2;1;1;True;True;2025-06-03 12:57:39+00:00;48.774703, 2.373685;Vitry-sur-Seine;94081;Val-De-Marne;12 Rue Camille Risch, 94400 Vitry-sur-Seine, France
909;15008;Sèvres - Lecourbe;True;62;50;8;8;0;True;True;2025-06-03 12:58:49+00:00;48.8447677, 2.3110086;Paris;75056;Paris;6 Boulevard Pasteur, 75015 Paris, France
910;47003;Charentonneau - Maisons Alfort;True;20;2;18;16;2;True;True;2025-06-03 12:52:50+00:00;48.809932980484355, 2.443288456496946;Maisons-Alfort;94046;Val-De-Marne;68 Avenue Gambetta, 94700 Maisons-Alfort, France
